_id,id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,kidnp_and_abductn_of_girls_below_18_for_marrg,procuration_of_minor_girls,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,selling_of_minor_girls,buying_of_minor_girls,rape_women_above_18,rape_girls_below_18,attempt_to_commit_rape_above_18,attempt_to_commit_rape_girls_below_18,assault_on_womenabove_18,assault_on_women_below_18,insult_to_the_modesty_of_women_above_18,insult_to_the_modesty_of_women_below_18,dowry_prohibition,procuring_inducing_children_for_the_sake_of_prostitution,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,child_rape,sexual_assault_of_children,child_sexual_harassment,use_of_child_for_pornography,offences_of_pocso_act,pocso_act_unnatural_offences,indecent_representation_of_women,total_crimes,safety_index,safety_score,risk_category
3296,3295,2020,West Bengal,19,North 24 Parganas,303,Barasat,0.0,23.0,16.0,0.0,0.0,0.0,693.0,228.0,0.0,,5.0,0.0,2.0,0.0,9.0,2.0,0.0,0.0,28.0,42.0,18.0,0.0,53.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,34.0,24.0,7.0,0.0,1.0,0.0,0.0,1152.0,1559.0,100.0,Critical
3297,3296,2020,West Bengal,19,North 24 Parganas,303,Basirhat,0.0,18.0,16.0,0.0,0.0,0.0,753.0,354.0,1.0,,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,0.0,45.0,0.0,94.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,14.0,3.0,0.0,0.0,0.0,0.0,1335.0,1717.0,100.0,Critical
3298,3297,2020,West Bengal,19,North 24 Parganas,303,Bangaon,0.0,11.0,18.0,1.0,1.0,1.0,576.0,183.0,0.0,,4.0,1.0,0.0,0.0,15.0,1.0,1.0,0.0,34.0,2.0,37.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,19.0,0.0,0.0,0.0,0.0,938.0,1165.0,79.29,Critical
3299,3298,2020,West Bengal,19,Uttar Dinajpur,311,Islampur,1.0,9.0,2.0,1.0,0.0,0.0,203.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,16.0,0.0,7.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,1.0,3.0,0.0,0.0,0.0,0.0,264.0,306.0,20.83,Moderate
3300,3299,2020,West Bengal,19,Murshidabad,319,Jangipur Police District,0.0,14.0,2.0,0.0,0.0,0.0,582.0,0.0,0.0,,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,76.0,0.0,39.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,4.0,0.0,2.0,0.0,0.0,791.0,968.0,65.88,Critical
3301,3300,2020,West Bengal,19,Nadia,320,Krishnagar,2.0,21.0,17.0,0.0,4.0,1.0,609.0,4.0,1.0,,30.0,0.0,2.0,0.0,290.0,2.0,0.0,0.0,119.0,58.0,88.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.0,39.0,0.0,0.0,0.0,0.0,0.0,1049.0,1472.0,100.0,Critical
3302,3301,2020,West Bengal,19,Uttar Dinajpur,311,Raiganj,0.0,5.0,12.0,2.0,0.0,0.0,198.0,47.0,0.0,,1.0,0.0,0.0,0.0,138.0,1.0,0.0,0.0,25.0,1.0,16.0,0.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5.0,4.0,0.0,9.0,0.0,0.0,361.0,434.0,29.54,Moderate
3303,3302,2020,West Bengal,19,Nadia,320,Ranaghat,0.0,37.0,12.0,0.0,2.0,0.0,770.0,35.0,0.0,,6.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,21.0,65.0,24.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,29.0,7.0,1.0,0.0,0.0,0.0,1028.0,1310.0,89.16,Critical
3304,3303,2020,Andaman And Nicobar Islands,35,South Andamans,602,South Andaman,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,2.0,0.0,1.0,0.0,0.0,58.0,21.0,1.43,Low
3305,3304,2020,Andaman And Nicobar Islands,35,Nicobars,603,Nicobar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.07,Low
3306,3305,2020,Chandigarh,4,Chandigarh,44,Chandigarh,0.0,1.0,1.0,0.0,1.0,0.0,96.0,71.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,19.0,1.0,46.0,31.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,416.0,28.31,Moderate
3307,3306,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Dadra And Nagar Haveli,465,Dadra And Nagar Haveli,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,7.0,0.48,Low
3308,3307,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Daman,463,Daman,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,1.29,Low
3309,3308,2020,The Dadra And Nagar Haveli And Daman And Diu,38,Diu,464,Diu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.48,Low
3310,3309,2020,Delhi,7,Central,77,Central,0.0,6.0,1.0,0.0,0.0,0.0,85.0,111.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,75.0,0.0,1.0,0.0,115.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,443.0,740.0,50.36,High
3311,3310,2020,Delhi,7,North West,82,Crime Branch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07,Low
3312,3311,2020,Delhi,7,East,78,East,0.0,7.0,4.0,0.0,0.0,0.0,172.0,136.0,0.0,,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,146.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,24.0,0.0,0.0,0.0,2.0,0.0,589.0,891.0,60.64,Critical
3313,3312,2020,Delhi,7,New Delhi,79,Economic Offences Wing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
3314,3313,2020,Delhi,7,New Delhi,79,Igi Airport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,1.16,Low
3315,3314,2020,Delhi,7,North West,82,Metro,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,1.02,Low
3316,3315,2020,Delhi,7,New Delhi,79,New Delhi,0.0,0.0,1.0,0.0,1.0,0.0,5.0,9.0,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,40.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,78.0,115.0,7.83,Low
3317,3316,2020,Delhi,7,North,80,North,0.0,2.0,0.0,0.0,0.0,0.0,132.0,109.0,0.0,,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,74.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,27.0,14.0,0.0,0.0,0.0,1.0,0.0,407.0,618.0,42.06,High
3318,3317,2020,Delhi,7,North East,81,North-East,0.0,21.0,5.0,0.0,0.0,1.0,334.0,299.0,0.0,,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,90.0,0.0,1.0,0.0,101.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,43.0,3.0,0.0,0.0,0.0,0.0,958.0,1456.0,99.09,Critical
3319,3318,2020,Delhi,7,North West,82,North-West,0.0,0.0,2.0,0.0,0.0,0.0,196.0,212.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,74.0,0.0,0.0,0.0,121.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,21.0,1.0,0.0,0.0,0.0,0.0,700.0,1045.0,71.12,Critical
3320,3319,2020,Delhi,7,North West,82,Outer,0.0,9.0,0.0,0.0,0.0,0.0,152.0,282.0,0.0,,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,75.0,1.0,0.0,0.0,119.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,37.0,6.0,0.0,0.0,1.0,0.0,742.0,1182.0,80.45,Critical
3321,3320,2020,Delhi,7,New Delhi,79,Railway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.95,Low
3322,3321,2020,Delhi,7,South,83,South,0.0,11.0,2.0,1.0,0.0,0.0,148.0,176.0,0.0,,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,74.0,0.0,3.0,0.0,136.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,20.0,1.0,0.0,0.0,0.0,0.0,615.0,969.0,65.95,Critical
3323,3322,2020,Delhi,7,South East,670,South-East,0.0,2.0,8.0,0.0,0.0,0.0,156.0,221.0,0.0,,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,214.0,0.0,55.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,76.0,47.0,4.0,0.0,0.0,0.0,0.0,815.0,1162.0,79.09,Critical
3324,3323,2020,Delhi,7,South West,84,South-West,0.0,8.0,2.0,0.0,0.0,0.0,120.0,143.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,102.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,51.0,18.0,4.0,0.0,0.0,0.0,0.0,520.0,824.0,56.08,High
3325,3324,2020,Delhi,7,North West,82,Spl Cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.41,Low
3326,3325,2020,Delhi,7,New Delhi,79,Spuwac,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,1.77,Low
3327,3326,2020,Delhi,7,New Delhi,79,Vigilance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
3328,3327,2020,Delhi,7,West,85,West,1.0,8.0,2.0,0.0,1.0,1.0,250.0,189.0,0.0,,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,101.0,0.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,19.0,3.0,0.0,0.0,0.0,0.0,687.0,986.0,67.11,Critical
3329,3328,2020,Delhi,7,North West,82,Rohini,0.0,10.0,7.0,0.0,0.0,0.0,219.0,165.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,73.0,0.0,2.0,0.0,134.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,25.0,2.0,0.0,0.0,0.0,0.0,687.0,1005.0,68.4,Critical
3330,3329,2020,Delhi,7,Shahdara,671,Shahdara,0.0,3.0,4.0,1.0,0.0,0.0,267.0,98.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,101.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,33.0,29.0,2.0,0.0,0.0,0.0,0.0,578.0,749.0,50.98,High
3331,3330,2020,Delhi,7,South West,84,Dwarka,0.0,10.0,3.0,0.0,0.0,1.0,219.0,282.0,0.0,,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,235.0,0.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,55.0,28.0,5.0,0.0,0.0,0.0,0.0,950.0,1504.0,100.0,Critical
3332,3331,2020,Delhi,7,New Delhi,79,Outer North,0.0,12.0,2.0,0.0,0.0,0.0,76.0,326.0,0.0,,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,28.0,0.0,0.0,0.0,79.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,23.0,0.0,0.0,0.0,0.0,0.0,607.0,975.0,66.36,Critical
3333,3332,2020,Jammu And Kashmir,1,Anantnag,1,Anantnag,0.0,0.0,0.0,0.0,0.0,0.0,10.0,33.0,0.0,,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,286.0,19.47,Moderate
3334,3333,2020,Jammu And Kashmir,1,Pulwama,11,Awantipora,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,29.0,1.97,Low
3335,3334,2020,Jammu And Kashmir,1,Bandipora,623,Bandipora,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,84.0,5.72,Low
3336,3335,2020,Jammu And Kashmir,1,Baramulla,3,Baramulla,0.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,116.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,253.0,17.22,Moderate
3337,3336,2020,Jammu And Kashmir,1,Budgam,2,Budgam,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,287.0,19.53,Moderate
3338,3337,2020,Jammu And Kashmir,1,Jammu,5,Crime Jammu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
3339,3338,2020,Jammu And Kashmir,1,Srinagar,13,Crime Srinagar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
3340,3339,2020,Jammu And Kashmir,1,Doda,4,Doda,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,136.0,9.26,Low
3341,3340,2020,Jammu And Kashmir,1,Ganderbal,626,Ganderbal,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,104.0,112.0,7.62,Low
3342,3341,2020,Jammu And Kashmir,1,Kupwara,8,Handwara,0.0,0.0,1.0,0.0,0.0,0.0,7.0,19.0,0.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,74.0,5.04,Low
3343,3342,2020,Jammu And Kashmir,1,Jammu,5,Jammu,0.0,6.0,3.0,0.0,0.0,0.0,49.0,0.0,0.0,,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,98.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,4.0,0.0,0.0,0.0,196.0,281.0,19.12,Moderate
3344,3343,2020,Jammu And Kashmir,1,Kathua,7,Kathua,0.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,36.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,0.0,6.0,0.0,0.0,0.0,99.0,145.0,9.87,Low
3345,3344,2020,Jammu And Kashmir,1,Kishtwar,620,Kishtwar,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,39.0,2.65,Low
3346,3345,2020,Jammu And Kashmir,1,Kulgam,622,Kulgam,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,233.0,15.86,Moderate
3347,3346,2020,Jammu And Kashmir,1,Kupwara,8,Kupwara,0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,190.0,12.93,Low
3348,3347,2020,Jammu And Kashmir,1,Poonch,10,Poonch,0.0,0.0,1.0,0.0,0.0,0.0,10.0,15.0,0.0,,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,104.0,144.0,9.8,Low
3349,3348,2020,Jammu And Kashmir,1,Pulwama,11,Pulwama,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,70.0,4.76,Low
3350,3349,2020,Jammu And Kashmir,1,Jammu,5,Railways Jammu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
3351,3350,2020,Jammu And Kashmir,1,Jammu,5,Railways Kashmir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
3352,3351,2020,Jammu And Kashmir,1,Reasi,627,Railways Katra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
3353,3352,2020,Jammu And Kashmir,1,Rajouri,12,Rajouri,0.0,0.0,2.0,0.0,0.0,0.0,47.0,0.0,0.0,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.0,0.0,0.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,156.0,272.0,18.51,Moderate
3354,3353,2020,Jammu And Kashmir,1,Ramban,621,Ramban,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,26.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,79.0,5.38,Low
3355,3354,2020,Jammu And Kashmir,1,Reasi,627,Reasi,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,86.0,5.85,Low
3356,3355,2020,Jammu And Kashmir,1,Samba,624,Samba,0.0,0.0,4.0,0.0,0.0,0.0,15.0,2.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,49.0,65.0,4.42,Low
3357,3356,2020,Jammu And Kashmir,1,Shopian,625,Shopian,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,83.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,120.0,8.17,Low
