_id,id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,kidnp_and_abductn_of_girls_below_18_for_marrg,procuration_of_minor_girls,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,selling_of_minor_girls,buying_of_minor_girls,rape_women_above_18,rape_girls_below_18,attempt_to_commit_rape_above_18,attempt_to_commit_rape_girls_below_18,assault_on_womenabove_18,assault_on_women_below_18,insult_to_the_modesty_of_women_above_18,insult_to_the_modesty_of_women_below_18,dowry_prohibition,procuring_inducing_children_for_the_sake_of_prostitution,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,child_rape,sexual_assault_of_children,child_sexual_harassment,use_of_child_for_pornography,offences_of_pocso_act,pocso_act_unnatural_offences,indecent_representation_of_women,total_crimes,safety_index,safety_score,risk_category
1273,1272,2018,Mizoram,15,Kolasib,263,Kolasib,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,37.0,34.0,2.18,Low
1274,1273,2018,Mizoram,15,Lawngtlai,264,Lawngtlai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1275,1274,2018,Mizoram,15,Lunglei,265,Lunglei,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,0.64,Low
1276,1275,2018,Mizoram,15,Mamit,266,Mamit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,0.77,Low
1277,1276,2018,Mizoram,15,Siaha,267,Saiha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.38,Low
1278,1277,2018,Mizoram,15,Serchhip,268,Serchhip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,1.54,Low
1279,1278,2018,Mizoram,15,Aizawl,261,Spl Narcotic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1280,1279,2018,Nagaland,13,Dimapur,244,Dimapur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,76.0,4.87,Low
1281,1280,2018,Nagaland,13,Kiphire,614,Kiphire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.26,Low
1282,1281,2018,Nagaland,13,Kohima,245,Kohima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.7,Low
1283,1282,2018,Nagaland,13,Longleng,615,Longleng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low
1284,1283,2018,Nagaland,13,Mokokchung,246,Mokokchung,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.06,Low
1285,1284,2018,Nagaland,13,Mon,247,Mon,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.32,Low
1286,1285,2018,Nagaland,13,Peren,613,Peren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1287,1286,2018,Nagaland,13,Phek,248,Phek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1288,1287,2018,Nagaland,13,Tuensang,249,Tuensang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low
1289,1288,2018,Nagaland,13,Wokha,250,Wokha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.26,Low
1290,1289,2018,Nagaland,13,Zunheboto,251,Zunheboto,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.06,Low
1291,1290,2018,Odisha,21,Anugul,344,Angul,0.0,13.0,0.0,0.0,0.0,0.0,114.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,56.0,0.0,0.0,0.0,458.0,0.0,13.0,0.0,127.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,886.0,1035.0,66.28,Critical
1292,1291,2018,Odisha,21,Baleshwar,346,Balasore,0.0,40.0,1.0,0.0,1.0,0.0,99.0,200.0,1.0,0.0,8.0,0.0,67.0,0.0,0.0,2.0,0.0,0.0,48.0,48.0,22.0,0.0,714.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,78.0,10.0,0.0,6.0,0.0,0.0,0.0,1264.0,1729.0,100.0,Critical
1293,1292,2018,Odisha,21,Bargarh,347,Baragarh,0.0,14.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,0.0,357.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,33.0,0.0,0.0,15.0,0.0,0.0,0.0,563.0,522.0,33.43,Moderate
1294,1293,2018,Odisha,21,Baleshwar,346,Berhampur,0.0,2.0,0.0,0.0,0.0,0.0,18.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,348.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,22.0,0.0,0.0,14.0,0.0,0.0,0.0,466.0,538.0,34.45,Moderate
1295,1294,2018,Odisha,21,Bhadrak,348,Bhadrak,0.0,26.0,0.0,0.0,0.0,0.0,57.0,175.0,0.0,0.0,20.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,49.0,0.0,4.0,0.0,494.0,0.0,21.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,65.0,26.0,0.0,0.0,0.0,0.0,0.0,1189.0,1187.0,76.02,Critical
1296,1295,2018,Odisha,21,Balangir,345,Bolangir,0.0,11.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,306.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,17.0,0.0,0.0,0.0,430.0,488.0,31.25,Moderate
1297,1296,2018,Odisha,21,Boudh,349,Boudh,0.0,4.0,0.0,0.0,0.0,0.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,16.0,0.0,1.0,11.0,133.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,261.0,16.71,Moderate
1298,1297,2018,Odisha,21,Cuttack,350,Cuttack,0.0,29.0,0.0,0.0,0.0,0.0,36.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,4.0,0.0,157.0,0.0,8.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,41.0,0.0,0.0,14.0,0.0,0.0,0.0,563.0,654.0,41.88,High
1299,1298,2018,Odisha,21,Khordha,362,Dcp Bhubaneswar,0.0,5.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,9.0,0.0,285.0,0.0,14.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,81.0,0.0,0.0,12.0,0.0,0.0,0.0,702.0,548.0,35.09,High
1300,1299,2018,Odisha,21,Cuttack,350,Dcp Cuttack,0.0,9.0,0.0,0.0,0.0,0.0,52.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,120.0,0.0,8.0,0.0,181.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,46.0,0.0,0.0,15.0,0.0,0.0,0.0,558.0,543.0,34.77,Moderate
1301,1300,2018,Odisha,21,Deogarh,351,Deogarh,0.0,1.0,0.0,2.0,0.0,0.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,110.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,1.0,3.0,3.0,0.0,0.0,0.0,179.0,225.0,14.41,Low
1302,1301,2018,Odisha,21,Dhenkanal,352,Dhenkanal,0.0,8.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,12.0,0.0,446.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,0.0,23.0,0.0,0.0,0.0,559.0,551.0,35.29,High
1303,1302,2018,Odisha,21,Gajapati,353,Gajapati,0.0,1.0,0.0,0.0,0.0,0.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,208.0,240.0,15.37,Moderate
1304,1303,2018,Odisha,21,Ganjam,354,Ganjam,0.0,13.0,0.0,0.0,0.0,0.0,78.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,2.0,0.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,52.0,0.0,0.0,29.0,0.0,0.0,0.0,796.0,1009.0,64.62,Critical
1305,1304,2018,Odisha,21,Jagatsinghapur,355,Jagatsinghpur,0.0,16.0,0.0,0.0,2.0,0.0,35.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,9.0,0.0,349.0,0.0,21.0,0.0,129.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,684.0,712.0,45.6,High
1306,1305,2018,Odisha,21,Jajapur,356,Jajpur,0.0,37.0,0.0,0.0,0.0,0.0,64.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,4.0,0.0,334.0,0.0,17.0,0.0,186.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,60.0,0.0,0.0,46.0,0.0,0.0,0.0,891.0,1021.0,65.39,Critical
1307,1306,2018,Odisha,21,Jharsuguda,357,Jharsuguda,0.0,3.0,0.0,0.0,0.0,0.0,24.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,159.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,32.0,0.0,0.0,10.0,0.0,0.0,0.0,268.0,318.0,20.37,Moderate
1308,1307,2018,Odisha,21,Kalahandi,358,Kalahandi,0.0,0.0,1.0,0.0,1.0,0.0,39.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,2.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,39.0,0.0,0.0,17.0,0.0,0.0,2.0,682.0,848.0,54.31,High
1309,1308,2018,Odisha,21,Kandhamal,359,Kandhamal,0.0,1.0,0.0,0.0,0.0,0.0,55.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,37.0,0.0,0.0,0.0,172.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,15.0,0.0,0.0,0.0,395.0,544.0,34.84,Moderate
1310,1309,2018,Odisha,21,Kendrapara,360,Kendrapara,0.0,0.0,5.0,0.0,0.0,0.0,243.0,127.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,13.0,0.0,516.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,24.0,0.0,0.0,970.0,1105.0,70.77,Critical
1311,1310,2018,Odisha,21,Kendujhar,361,Keonjhar,0.0,15.0,0.0,0.0,0.0,0.0,53.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,5.0,0.0,408.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,64.0,0.0,0.0,20.0,0.0,0.0,0.0,687.0,844.0,54.05,High
1312,1311,2018,Odisha,21,Khordha,362,Khurda,0.0,15.0,0.0,0.0,1.0,0.0,37.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,5.0,26.0,160.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,514.0,32.92,Moderate
1313,1312,2018,Odisha,21,Koraput,363,Koraput,0.0,3.0,0.0,0.0,0.0,0.0,77.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,6.0,0.0,249.0,0.0,16.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,4.0,0.0,0.0,0.0,0.0,0.0,640.0,641.0,41.05,High
1314,1313,2018,Odisha,21,Malkangiri,364,Malkangiri,0.0,3.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,107.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,27.0,0.0,0.0,13.0,0.0,0.0,0.0,201.0,264.0,16.91,Moderate
1315,1314,2018,Odisha,21,Mayurbhanj,365,Mayurbhanj,0.0,24.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,8.0,0.0,369.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,4.0,14.0,0.0,0.0,0.0,641.0,734.0,47.01,High
1316,1315,2018,Odisha,21,Nayagarh,367,Nayagarh,0.0,17.0,0.0,0.0,0.0,0.0,35.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,225.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,40.0,0.0,0.0,9.0,0.0,0.0,0.0,551.0,591.0,37.85,High
1317,1316,2018,Odisha,21,Nabarangpur,366,Nabarangpur,1.0,2.0,2.0,0.0,0.0,0.0,81.0,33.0,1.0,0.0,21.0,0.0,6.0,0.0,4.0,1.0,0.0,0.0,20.0,27.0,0.0,0.0,193.0,3.0,6.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,61.0,4.0,3.0,0.0,1.0,0.0,0.0,460.0,543.0,34.77,Moderate
1318,1317,2018,Odisha,21,Nuapada,368,Nuapada,0.0,6.0,0.0,0.0,0.0,0.0,29.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,205.0,0.0,13.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,342.0,344.0,22.03,Moderate
1319,1318,2018,Odisha,21,Puri,369,Puri,0.0,23.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,37.0,0.0,10.0,0.0,675.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,46.0,37.0,0.0,0.0,0.0,0.0,0.0,884.0,954.0,61.1,Critical
1320,1319,2018,Odisha,21,Rayagada,370,Rayagada,0.0,2.0,0.0,0.0,0.0,0.0,65.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,137.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,50.0,0.0,0.0,10.0,0.0,0.0,0.0,364.0,446.0,28.56,Moderate
1321,1320,2018,Odisha,21,Sundargarh,373,Rourkela,0.0,7.0,0.0,0.0,0.0,0.0,58.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,0.0,185.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,34.0,0.0,0.0,12.0,0.0,0.0,0.0,427.0,612.0,39.19,High
1322,1321,2018,Odisha,21,Sambalpur,371,Sambalpur,0.0,12.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,8.0,0.0,290.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,52.0,0.0,0.0,11.0,0.0,0.0,0.0,507.0,591.0,37.85,High
1323,1322,2018,Odisha,21,Sonepur,372,Sonepur,0.0,6.0,0.0,0.0,0.0,0.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,115.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,176.0,206.0,13.19,Low
1324,1323,2018,Odisha,21,Cuttack,350,Srp(Cuttack),0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,26.0,1.67,Low
1325,1324,2018,Odisha,21,Sundargarh,373,Srp(Rourkela),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.9,Low
1326,1325,2018,Odisha,21,Sundargarh,373,Sundargarh,0.0,3.0,0.0,1.0,0.0,0.0,79.0,39.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,23.0,0.0,2.0,0.0,120.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,304.0,390.0,24.98,Moderate
1327,1326,2018,Punjab,3,Amritsar,27,Amritsar Rural,0.0,3.0,12.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,53.0,2.0,19.0,43.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,341.0,21.84,Moderate
1328,1327,2018,Punjab,3,Barnala,605,Barnala,0.0,0.0,6.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,19.0,1.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,104.0,180.0,11.53,Low
1329,1328,2018,Punjab,3,Gurdaspur,32,Batala,0.0,2.0,6.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,27.0,1.0,18.0,31.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123.0,209.0,13.38,Low
1330,1329,2018,Punjab,3,Bathinda,28,Bathinda,0.0,6.0,11.0,0.0,1.0,0.0,75.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,31.0,34.0,2.0,3.0,55.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,244.0,412.0,26.38,Moderate
1331,1330,2018,Punjab,3,Amritsar,27,Cp Amritsar,0.0,5.0,8.0,1.0,0.0,0.0,80.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,53.0,2.0,22.0,29.0,2.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,213.0,380.0,24.34,Moderate
1332,1331,2018,Punjab,3,Jalandhar,34,Cp Jalandhar,0.0,3.0,2.0,0.0,0.0,0.0,78.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,78.0,2.0,24.0,46.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,513.0,32.85,Moderate
1333,1332,2018,Punjab,3,Ludhiana,36,Cp Ludhiana,0.0,8.0,13.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,180.0,3.0,21.0,81.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,53.0,7.0,0.0,0.0,0.0,0.0,0.0,584.0,1212.0,77.62,Critical
1334,1333,2018,Punjab,3,Faridkot,29,Faridkot,0.0,2.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,4.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,87.0,164.0,10.5,Low
